MOI,Time,Cells,Replicate,Cell.line
0.1,12,47.87674,3,H522-ACE2
0.1,13,56.506,3,H522-ACE2
0.1,14,59.13222,3,H522-ACE2
0.1,15,63.57115,3,H522-ACE2
0.1,16,66.24512,3,H522-ACE2
0.1,17,67.30256,3,H522-ACE2
0.1,18,70.16003,3,H522-ACE2
0.1,19,68.24595,3,H522-ACE2
0.1,20,68.41698,3,H522-ACE2
0.1,21,68.70332,3,H522-ACE2
0.1,22,68.23283,3,H522-ACE2
0.1,23,69.57072,3,H522-ACE2
0.1,24,68.71215,3,H522-ACE2
0.1,25,69.52659,3,H522-ACE2
0.1,26,66.88596,3,H522-ACE2
0.1,27,68.23218,3,H522-ACE2
0.1,28,66.7855,3,H522-ACE2
0.1,29,67.06683,3,H522-ACE2
0.1,30,67.9111,3,H522-ACE2
0.1,31,64.90362,3,H522-ACE2
0.1,32,65.54265,3,H522-ACE2
0.1,33,65.35902,3,H522-ACE2
0.1,34,64.7653,3,H522-ACE2
0.1,35,64.03452,3,H522-ACE2
0.1,36,64.00408,3,H522-ACE2
0.1,37,64.14164,3,H522-ACE2
0.1,38,63.55728,3,H522-ACE2
0.1,39,65.41805,3,H522-ACE2
0.1,40,62.82335,3,H522-ACE2
0.1,41,63.68911,3,H522-ACE2
0.1,42,64.75241,3,H522-ACE2
0.1,43,65.18636,3,H522-ACE2
0.1,44,64.20551,3,H522-ACE2
0.1,45,65.15787,3,H522-ACE2
0.1,46,65.71069,3,H522-ACE2
0.1,47,65.44349,3,H522-ACE2
0.1,48,64.60027,3,H522-ACE2
0.5,0,0.6584577,1,H522-ACE2
0.5,1,0.5320616,1,H522-ACE2
0.5,2,0.5549398,1,H522-ACE2
0.5,3,0.8493404,1,H522-ACE2
0.5,4,4.846559,1,H522-ACE2
0.5,5,18.75652,1,H522-ACE2
0.5,6,32.67968,1,H522-ACE2
0.5,7,44.09126,1,H522-ACE2
0.5,8,52.79284,1,H522-ACE2
0.5,9,58.9593,1,H522-ACE2
0.5,10,68.12806,1,H522-ACE2
0.5,11,70.6272,1,H522-ACE2
0.5,12,69.36701,1,H522-ACE2
0.5,13,67.96387,1,H522-ACE2
0.5,14,63.50455,1,H522-ACE2
0.5,15,62.11456,1,H522-ACE2
0.5,16,58.38417,1,H522-ACE2
0.5,17,57.95984,1,H522-ACE2
0.5,18,57.91363,1,H522-ACE2
0.5,19,57.25884,1,H522-ACE2
0.5,20,55.97668,1,H522-ACE2
0.5,21,55.70086,1,H522-ACE2
0.5,22,55.20451,1,H522-ACE2
0.5,23,55.9382,1,H522-ACE2
0.5,24,56.4553,1,H522-ACE2
0.5,25,55.32767,1,H522-ACE2
0.5,26,54.7717,1,H522-ACE2
0.5,27,55.40625,1,H522-ACE2
0.5,28,55.397,1,H522-ACE2
0.5,29,55.81303,1,H522-ACE2
0.5,30,56.49387,1,H522-ACE2
0.5,31,57.93524,1,H522-ACE2
0.5,32,58.87259,1,H522-ACE2
0.5,33,60.20339,1,H522-ACE2
0.5,34,58.9367,1,H522-ACE2
0.5,35,60.65968,1,H522-ACE2
0.5,36,61.38913,1,H522-ACE2
0.5,37,61.13917,1,H522-ACE2
0.5,38,63.77057,1,H522-ACE2
0.5,39,63.19767,1,H522-ACE2
0.5,40,62.09192,1,H522-ACE2
0.5,41,62.77231,1,H522-ACE2
0.5,42,65.05785,1,H522-ACE2
0.5,43,65.20924,1,H522-ACE2
0.5,44,65.17542,1,H522-ACE2
0.5,45,65.30759,1,H522-ACE2
0.5,46,66.17519,1,H522-ACE2
0.5,47,66.27975,1,H522-ACE2
0.5,48,67.73342,1,H522-ACE2
0.5,0,0.8340054,2,H522-ACE2
0.5,1,0.6352591,2,H522-ACE2
0.5,2,0.5739768,2,H522-ACE2
0.5,3,0.7182572,2,H522-ACE2
0.5,4,5.838459,2,H522-ACE2
0.5,5,20.34929,2,H522-ACE2
0.5,6,35.73219,2,H522-ACE2
0.5,7,45.9566,2,H522-ACE2
0.5,8,55.15179,2,H522-ACE2
0.5,9,60.63297,2,H522-ACE2
0.5,10,66.64352,2,H522-ACE2
0.5,11,70.53972,2,H522-ACE2
0.5,12,71.03603,2,H522-ACE2
0.5,13,68.59259,2,H522-ACE2
0.5,14,63.93101,2,H522-ACE2
0.5,15,61.78347,2,H522-ACE2
0.5,16,59.10509,2,H522-ACE2
0.5,17,59.40167,2,H522-ACE2
0.5,18,59.70897,2,H522-ACE2
0.5,19,58.99568,2,H522-ACE2
0.5,20,58.16653,2,H522-ACE2
0.5,21,56.98276,2,H522-ACE2
0.5,22,56.3011,2,H522-ACE2
0.5,23,57.69152,2,H522-ACE2
0.5,24,58.87988,2,H522-ACE2
0.5,25,58.80184,2,H522-ACE2
0.5,26,59.21661,2,H522-ACE2
0.5,27,57.97206,2,H522-ACE2
0.5,28,59.01931,2,H522-ACE2
0.5,29,59.90431,2,H522-ACE2
0.5,30,60.63943,2,H522-ACE2
0.5,31,61.8223,2,H522-ACE2
0.5,32,61.41228,2,H522-ACE2
0.5,33,62.88603,2,H522-ACE2
0.5,34,65.69028,2,H522-ACE2
0.5,35,65.75341,2,H522-ACE2
0.5,36,63.52094,2,H522-ACE2
0.5,37,64.52526,2,H522-ACE2
0.5,38,67.99778,2,H522-ACE2
0.5,39,67.77087,2,H522-ACE2
0.5,40,67.52236,2,H522-ACE2
0.5,41,68.47001,2,H522-ACE2
0.5,42,71.60618,2,H522-ACE2
0.5,43,71.77319,2,H522-ACE2
0.5,44,69.95581,2,H522-ACE2
0.5,45,72.7327,2,H522-ACE2
0.5,46,72.58564,2,H522-ACE2
0.5,47,71.93009,2,H522-ACE2
0.5,48,73.18385,2,H522-ACE2
0.5,0,1.007519,3,H522-ACE2
0.5,1,0.9441964,3,H522-ACE2
0.5,2,0.7974347,3,H522-ACE2
0.5,3,1.07914,3,H522-ACE2
0.5,4,5.808455,3,H522-ACE2
0.5,5,19.38977,3,H522-ACE2
0.5,6,34.38544,3,H522-ACE2
0.5,7,44.05083,3,H522-ACE2
0.5,8,53.12969,3,H522-ACE2
0.5,9,61.42925,3,H522-ACE2
0.5,10,67.14777,3,H522-ACE2
0.5,11,71.46705,3,H522-ACE2
0.5,12,70.12724,3,H522-ACE2
0.5,13,66.10654,3,H522-ACE2
0.5,14,61.65549,3,H522-ACE2
0.5,15,60.46941,3,H522-ACE2
0.5,16,58.80316,3,H522-ACE2
0.5,17,56.40496,3,H522-ACE2
0.5,18,55.1551,3,H522-ACE2
0.5,19,54.65318,3,H522-ACE2
0.5,20,54.38842,3,H522-ACE2
0.5,21,54.47194,3,H522-ACE2
0.5,22,53.17073,3,H522-ACE2
0.5,23,54.86003,3,H522-ACE2
0.5,24,55.2443,3,H522-ACE2
0.5,25,54.05791,3,H522-ACE2
0.5,26,54.80816,3,H522-ACE2
0.5,27,54.73423,3,H522-ACE2
0.5,28,54.75997,3,H522-ACE2
0.5,29,54.63575,3,H522-ACE2
0.5,30,56.26995,3,H522-ACE2
0.5,31,57.75525,3,H522-ACE2
0.5,32,56.45847,3,H522-ACE2
0.5,33,57.54546,3,H522-ACE2
0.5,34,57.86683,3,H522-ACE2
0.5,35,59.10275,3,H522-ACE2
0.5,36,59.40545,3,H522-ACE2
0.5,37,57.89598,3,H522-ACE2
0.5,38,60.48359,3,H522-ACE2
0.5,39,58.0327,3,H522-ACE2
0.5,40,60.97058,3,H522-ACE2
0.5,41,60.6356,3,H522-ACE2
0.5,42,60.70436,3,H522-ACE2
0.5,43,60.02275,3,H522-ACE2
0.5,44,61.68721,3,H522-ACE2
0.5,45,61.12086,3,H522-ACE2
0.5,46,61.72767,3,H522-ACE2
0.5,47,62.26001,3,H522-ACE2
0.5,48,62.89119,3,H522-ACE2
1,0,0.4518339,1,H522-ACE2
1,1,0.4225549,1,H522-ACE2
1,2,0.469129,1,H522-ACE2
1,3,2.591828,1,H522-ACE2
1,4,18.56739,1,H522-ACE2
1,5,37.61709,1,H522-ACE2
1,6,48.45433,1,H522-ACE2
1,7,54.4375,1,H522-ACE2
1,8,60.32941,1,H522-ACE2
1,9,66.82206,1,H522-ACE2
1,10,65.86286,1,H522-ACE2
1,11,62.52137,1,H522-ACE2
1,12,59.28131,1,H522-ACE2
1,13,57.46608,1,H522-ACE2
1,14,53.90679,1,H522-ACE2
1,15,51.92068,1,H522-ACE2
1,16,50.88517,1,H522-ACE2
1,17,47.47906,1,H522-ACE2
1,18,48.70227,1,H522-ACE2
1,19,47.17086,1,H522-ACE2
1,20,47.08538,1,H522-ACE2
1,21,47.12894,1,H522-ACE2
1,22,48.46352,1,H522-ACE2
1,23,47.16592,1,H522-ACE2
1,24,48.32322,1,H522-ACE2
1,25,48.64526,1,H522-ACE2
1,26,46.7671,1,H522-ACE2
1,27,48.22744,1,H522-ACE2
1,28,47.89573,1,H522-ACE2
1,29,47.93541,1,H522-ACE2
1,30,49.93678,1,H522-ACE2
1,31,50.05162,1,H522-ACE2
1,32,48.85016,1,H522-ACE2
1,33,49.93373,1,H522-ACE2
1,34,49.55208,1,H522-ACE2
1,35,51.98749,1,H522-ACE2
1,36,52.00508,1,H522-ACE2
1,37,52.68683,1,H522-ACE2
1,38,53.50457,1,H522-ACE2
1,39,54.75193,1,H522-ACE2
1,40,53.89627,1,H522-ACE2
1,41,55.77,1,H522-ACE2
1,42,55.53775,1,H522-ACE2
1,43,57.1348,1,H522-ACE2
1,44,57.90948,1,H522-ACE2
1,45,59.21303,1,H522-ACE2
1,46,58.73222,1,H522-ACE2
1,47,59.50602,1,H522-ACE2
1,48,59.5789,1,H522-ACE2
1,0,0.5968347,2,H522-ACE2
1,1,0.5774561,2,H522-ACE2
1,2,0.627258,2,H522-ACE2
1,3,2.520468,2,H522-ACE2
1,4,18.63299,2,H522-ACE2
1,5,39.31108,2,H522-ACE2
1,6,50.40984,2,H522-ACE2
1,7,54.88525,2,H522-ACE2
1,8,63.06917,2,H522-ACE2
1,9,68.52013,2,H522-ACE2
1,10,70.64899,2,H522-ACE2
1,11,67.92082,2,H522-ACE2
1,12,62.07058,2,H522-ACE2
1,13,58.15599,2,H522-ACE2
1,14,55.50467,2,H522-ACE2
1,15,52.01012,2,H522-ACE2
1,16,50.27597,2,H522-ACE2
1,17,49.15586,2,H522-ACE2
1,18,48.76624,2,H522-ACE2
1,19,48.89963,2,H522-ACE2
1,20,47.47538,2,H522-ACE2
1,21,47.54694,2,H522-ACE2
1,22,46.04916,2,H522-ACE2
1,23,47.7504,2,H522-ACE2
1,24,47.62215,2,H522-ACE2
1,25,48.62734,2,H522-ACE2
1,26,48.82224,2,H522-ACE2
1,27,47.60705,2,H522-ACE2
1,28,47.04863,2,H522-ACE2
1,29,48.16084,2,H522-ACE2
1,30,48.90274,2,H522-ACE2
1,31,49.45046,2,H522-ACE2
1,32,49.84298,2,H522-ACE2
1,33,50.73102,2,H522-ACE2
1,34,52.51169,2,H522-ACE2
1,35,52.99397,2,H522-ACE2
1,36,53.1372,2,H522-ACE2
1,37,52.57083,2,H522-ACE2
1,38,53.98999,2,H522-ACE2
1,39,54.63551,2,H522-ACE2
1,40,55.5913,2,H522-ACE2
1,41,56.52477,2,H522-ACE2
1,42,55.82183,2,H522-ACE2
1,43,55.8311,2,H522-ACE2
1,44,57.14247,2,H522-ACE2
1,45,57.93453,2,H522-ACE2
1,46,59.60041,2,H522-ACE2
1,47,59.56187,2,H522-ACE2
1,48,61.15962,2,H522-ACE2
1,0,0.7538959,3,H522-ACE2
1,1,0.7058218,3,H522-ACE2
1,2,0.7894373,3,H522-ACE2
1,3,3.051213,3,H522-ACE2
1,4,18.82777,3,H522-ACE2
1,5,40.11659,3,H522-ACE2
1,6,51.23874,3,H522-ACE2
1,7,57.36651,3,H522-ACE2
1,8,63.08567,3,H522-ACE2
1,9,67.98518,3,H522-ACE2
1,10,69.30016,3,H522-ACE2
1,11,66.29105,3,H522-ACE2
1,12,64.34377,3,H522-ACE2
1,13,58.75448,3,H522-ACE2
1,14,54.68924,3,H522-ACE2
1,15,52.64461,3,H522-ACE2
1,16,49.78613,3,H522-ACE2
1,17,50.07908,3,H522-ACE2
1,18,49.06387,3,H522-ACE2
1,19,48.81313,3,H522-ACE2
1,20,48.27521,3,H522-ACE2
1,21,47.71481,3,H522-ACE2
1,22,47.77238,3,H522-ACE2
1,23,47.64209,3,H522-ACE2
1,24,47.95818,3,H522-ACE2
1,25,49.43934,3,H522-ACE2
1,26,48.99435,3,H522-ACE2
1,27,48.65828,3,H522-ACE2
1,28,48.97879,3,H522-ACE2
1,29,49.99394,3,H522-ACE2
1,30,50.14373,3,H522-ACE2
1,31,52.65866,3,H522-ACE2
1,32,52.2624,3,H522-ACE2
1,33,52.64296,3,H522-ACE2
1,34,53.21073,3,H522-ACE2
1,35,53.74323,3,H522-ACE2
1,36,52.72814,3,H522-ACE2
1,37,53.87383,3,H522-ACE2
1,38,54.84897,3,H522-ACE2
1,39,54.56695,3,H522-ACE2
1,40,55.85035,3,H522-ACE2
1,41,56.12587,3,H522-ACE2
1,42,56.35277,3,H522-ACE2
1,43,56.83793,3,H522-ACE2
1,44,56.91219,3,H522-ACE2
1,45,59.39706,3,H522-ACE2
1,46,58.04165,3,H522-ACE2
1,47,59.936,3,H522-ACE2
1,48,60.61904,3,H522-ACE2
0,0,1.347779,1,Basal AEC
0,1,0.08964688,1,Basal AEC
0,2,0.04638766,1,Basal AEC
0,3,0.01235459,1,Basal AEC
0,4,0.01669531,1,Basal AEC
0,5,0.01225075,1,Basal AEC
0,6,0,1,Basal AEC
0,7,0,1,Basal AEC
0,8,0,1,Basal AEC
0,9,0,1,Basal AEC
0,10,0,1,Basal AEC
0,11,0,1,Basal AEC
0,12,0,1,Basal AEC
0,13,0,1,Basal AEC
0,14,0,1,Basal AEC
0,15,0,1,Basal AEC
0,16,0,1,Basal AEC
0,17,0,1,Basal AEC
0,18,0.004197492,1,Basal AEC
0,19,0.0041511,1,Basal AEC
0,20,0.004169664,1,Basal AEC
0,21,0.004171925,1,Basal AEC
0,22,0.004166841,1,Basal AEC
0,23,0.00414053,1,Basal AEC
0,24,0.004128308,1,Basal AEC
0,25,0.008000138,1,Basal AEC
0,26,0.004136077,1,Basal AEC
0,27,0.004127754,1,Basal AEC
0,28,0.008017821,1,Basal AEC
0,29,0.004159518,1,Basal AEC
0,30,0.004146109,1,Basal AEC
0,31,0.008071874,1,Basal AEC
0,32,0.004178157,1,Basal AEC
0,33,0.004185501,1,Basal AEC
0,34,0.004192345,1,Basal AEC
0,35,0.008089624,1,Basal AEC
0,36,0.004209507,1,Basal AEC
0,37,0.004186071,1,Basal AEC
0,38,0.004203226,1,Basal AEC
0,39,0.004216429,1,Basal AEC
0,40,0.004248991,1,Basal AEC
0,41,0.004242546,1,Basal AEC
0,42,0.008174567,1,Basal AEC
0,43,0.004230342,1,Basal AEC
0,44,0.004264893,1,Basal AEC
0,45,0.004268443,1,Basal AEC
0,46,0.004280868,1,Basal AEC
0,47,0.004311413,1,Basal AEC
0,48,0.00429461,1,Basal AEC
0,0,0,2,Basal AEC
0,1,0,2,Basal AEC
0,2,0,2,Basal AEC
0,3,0,2,Basal AEC
0,4,0,2,Basal AEC
0,5,0,2,Basal AEC
0,6,0,2,Basal AEC
0,7,0,2,Basal AEC
0,8,0,2,Basal AEC
0,9,0,2,Basal AEC
0,10,0,2,Basal AEC
0,11,0,2,Basal AEC
0,12,0,2,Basal AEC
0,13,0,2,Basal AEC
0,14,0,2,Basal AEC
0,15,0,2,Basal AEC
0,16,0,2,Basal AEC
0,17,0,2,Basal AEC
0,18,0,2,Basal AEC
0,19,0,2,Basal AEC
0,20,0,2,Basal AEC
0,21,0,2,Basal AEC
0,22,0,2,Basal AEC
0,23,0,2,Basal AEC
0,24,0,2,Basal AEC
0,25,0,2,Basal AEC
0,26,0,2,Basal AEC
0,27,0,2,Basal AEC
0,28,0,2,Basal AEC
0,29,0,2,Basal AEC
0,30,0,2,Basal AEC
0,31,0,2,Basal AEC
0,32,0,2,Basal AEC
0,33,0,2,Basal AEC
0,34,0,2,Basal AEC
0,35,0,2,Basal AEC
0,36,0,2,Basal AEC
0,37,0,2,Basal AEC
0,38,0,2,Basal AEC
0,39,0,2,Basal AEC
0,40,0,2,Basal AEC
0,41,0,2,Basal AEC
0,42,0,2,Basal AEC
0,43,0,2,Basal AEC
0,44,0,2,Basal AEC
0,45,0,2,Basal AEC
0,46,0,2,Basal AEC
0,47,0,2,Basal AEC
0,48,0,2,Basal AEC
0,0,0.2154762,3,Basal AEC
0,1,0.02917963,3,Basal AEC
0,2,0.03207335,3,Basal AEC
0,3,0.02479646,3,Basal AEC
0,4,0.03894786,3,Basal AEC
0,5,0.02099179,3,Basal AEC
0,6,0.01027121,3,Basal AEC
0,7,0.01727885,3,Basal AEC
0,8,0,3,Basal AEC
0,9,0,3,Basal AEC
0,10,0,3,Basal AEC
0,11,0,3,Basal AEC
0,12,0,3,Basal AEC
0,13,0,3,Basal AEC
0,14,0,3,Basal AEC
0,15,0,3,Basal AEC
0,16,0,3,Basal AEC
0,17,0,3,Basal AEC
0,18,0,3,Basal AEC
0,19,0,3,Basal AEC
0,20,0,3,Basal AEC
0,21,0,3,Basal AEC
0,22,0,3,Basal AEC
0,23,0,3,Basal AEC
0,24,0,3,Basal AEC
0,25,0,3,Basal AEC
0,26,0,3,Basal AEC
0,27,0,3,Basal AEC
0,28,0,3,Basal AEC
0,29,0,3,Basal AEC
0,30,0,3,Basal AEC
0,31,0,3,Basal AEC
0,32,0,3,Basal AEC
0,33,0,3,Basal AEC
0,34,0,3,Basal AEC
0,35,0,3,Basal AEC
0,36,0,3,Basal AEC
0,37,0,3,Basal AEC
0,38,0,3,Basal AEC
0,39,0,3,Basal AEC
0,40,0,3,Basal AEC
0,41,0,3,Basal AEC
0,42,0,3,Basal AEC
0,43,0,3,Basal AEC
0,44,0,3,Basal AEC
0,45,0,3,Basal AEC
0,46,0,3,Basal AEC
0,47,0,3,Basal AEC
0,48,0,3,Basal AEC
0.01,0,0.05836076,1,Basal AEC
0.01,1,0.003416526,1,Basal AEC
0.01,2,0.007005922,1,Basal AEC
0.01,3,0.003341688,1,Basal AEC
0.01,4,0.007092696,1,Basal AEC
0.01,5,0.01110339,1,Basal AEC
0.01,6,0.007004695,1,Basal AEC
0.01,7,0.00700193,1,Basal AEC
0.01,8,0.003326542,1,Basal AEC
0.01,9,0.003297691,1,Basal AEC
0.01,10,0.003322949,1,Basal AEC
0.01,11,0.003319722,1,Basal AEC
0.01,12,0.003328341,1,Basal AEC
0.01,13,0.00335441,1,Basal AEC
0.01,14,0.003362842,1,Basal AEC
0.01,15,0.006973209,1,Basal AEC
0.01,16,0.003338424,1,Basal AEC
0.01,17,0.003341688,1,Basal AEC
0.01,18,0.003330502,1,Basal AEC
0.01,19,0.003321156,1,Basal AEC
0.01,20,0.003320439,1,Basal AEC
0.01,21,0.003309039,1,Basal AEC
0.01,22,0.007054571,1,Basal AEC
0.01,23,0.003333722,1,Basal AEC
0.01,24,0.003336614,1,Basal AEC
0.01,25,0.003332306,1,Basal AEC
0.01,26,0.003331945,1,Basal AEC
0.01,27,0.003341688,1,Basal AEC
0.01,28,0.003322949,1,Basal AEC
0.01,29,0.007013587,1,Basal AEC
0.01,30,0.003359905,1,Basal AEC
0.01,31,0.003346412,1,Basal AEC
0.01,32,0.003384267,1,Basal AEC
0.01,33,0.003348962,1,Basal AEC
0.01,34,0.003379434,1,Basal AEC
0.01,35,0.003362475,1,Basal AEC
0.01,36,0.007074617,1,Basal AEC
0.01,37,0.007069156,1,Basal AEC
0.01,38,0.007102838,1,Basal AEC
0.01,39,0.007094976,1,Basal AEC
0.01,40,0.00341163,1,Basal AEC
0.01,41,0.007087132,1,Basal AEC
0.01,42,0.007098905,1,Basal AEC
0.01,43,0.0144179,1,Basal AEC
0.01,44,0.01442108,1,Basal AEC
0.01,45,0.01079273,1,Basal AEC
0.01,46,0.003398066,1,Basal AEC
0.01,47,0.003398442,1,Basal AEC
0.01,48,0.003420704,1,Basal AEC
0.01,0,0.1485841,2,Basal AEC
0.01,1,0.02566195,2,Basal AEC
0.01,2,0.03303896,2,Basal AEC
0.01,3,0.02852713,2,Basal AEC
0.01,4,0.03216701,2,Basal AEC
0.01,5,0.03200794,2,Basal AEC
0.01,6,0.02795306,2,Basal AEC
0.01,7,0.02791152,2,Basal AEC
0.01,8,0.02791917,2,Basal AEC
0.01,9,0.06001881,2,Basal AEC
0.01,10,0.0482723,2,Basal AEC
0.01,11,0.04081367,2,Basal AEC
0.01,12,0.04468132,2,Basal AEC
0.01,13,0.04428003,2,Basal AEC
0.01,14,0.05748084,2,Basal AEC
0.01,15,0.05693155,2,Basal AEC
0.01,16,0.0492903,2,Basal AEC
0.01,17,0.0533016,2,Basal AEC
0.01,18,0.05325625,2,Basal AEC
0.01,19,0.05311321,2,Basal AEC
0.01,20,0.04938354,2,Basal AEC
0.01,21,0.05304186,2,Basal AEC
0.01,22,0.04920061,2,Basal AEC
0.01,23,0.06042754,2,Basal AEC
0.01,24,0.04521915,2,Basal AEC
0.01,25,0.04916839,2,Basal AEC
0.01,26,0.04913218,2,Basal AEC
0.01,27,0.0414743,2,Basal AEC
0.01,28,0.04150372,2,Basal AEC
0.01,29,0.04148382,2,Basal AEC
0.01,30,0.04598485,2,Basal AEC
0.01,31,0.04154619,2,Basal AEC
0.01,32,0.04165459,2,Basal AEC
0.01,33,0.04164748,2,Basal AEC
0.01,34,0.04156809,2,Basal AEC
0.01,35,0.04172578,2,Basal AEC
0.01,36,0.03716448,2,Basal AEC
0.01,37,0.03290118,2,Basal AEC
0.01,38,0.04146732,2,Basal AEC
0.01,39,0.03686074,2,Basal AEC
0.01,40,0.0415705,2,Basal AEC
0.01,41,0.04147425,2,Basal AEC
0.01,42,0.04167737,2,Basal AEC
0.01,43,0.03714345,2,Basal AEC
0.01,44,0.05323163,2,Basal AEC
0.01,45,0.04874225,2,Basal AEC
0.01,46,0.04893534,2,Basal AEC
0.01,47,0.03250265,2,Basal AEC
0.01,48,0.02868756,2,Basal AEC
0.01,0,0.05034943,3,Basal AEC
0.01,1,0.007186324,3,Basal AEC
0.01,2,0.006891608,3,Basal AEC
0.01,3,0.006823497,3,Basal AEC
0.01,4,0.006788811,3,Basal AEC
0.01,5,0.006724823,3,Basal AEC
0.01,6,0.006750262,3,Basal AEC
0.01,7,0.006785274,3,Basal AEC
0.01,8,0.006758802,3,Basal AEC
0.01,9,0.006798891,3,Basal AEC
0.01,10,0.006806833,3,Basal AEC
0.01,11,0.006847495,3,Basal AEC
0.01,12,0.006818417,3,Basal AEC
0.01,13,0.006852619,3,Basal AEC
0.01,14,0.006841649,3,Basal AEC
0.01,15,0.006821319,3,Basal AEC
0.01,16,0.006890127,3,Basal AEC
0.01,17,0.006848227,3,Basal AEC
0.01,18,0.006856285,3,Basal AEC
0.01,19,0.006884207,3,Basal AEC
0.01,20,0.006895315,3,Basal AEC
0.01,21,0.006880513,3,Basal AEC
0.01,22,0.00686436,3,Basal AEC
0.01,23,0.006899768,3,Basal AEC
0.01,24,0.006890868,3,Basal AEC
0.01,25,0.006890868,3,Basal AEC
0.01,26,0.006883468,3,Basal AEC
0.01,27,0.006847495,3,Basal AEC
0.01,28,0.006899768,3,Basal AEC
0.01,29,0.006949773,3,Basal AEC
0.01,30,0.0105993,3,Basal AEC
0.01,31,0.006916835,3,Basal AEC
0.01,32,0.01060374,3,Basal AEC
0.01,33,0.01061614,3,Basal AEC
0.01,34,0.01062964,3,Basal AEC
0.01,35,0.01060496,3,Basal AEC
0.01,36,0.01062218,3,Basal AEC
0.01,37,0.01066931,3,Basal AEC
0.01,38,0.01477094,3,Basal AEC
0.01,39,0.0183436,3,Basal AEC
0.01,40,0.01475846,3,Basal AEC
0.01,41,0.0143685,3,Basal AEC
0.01,42,0.0143272,3,Basal AEC
0.01,43,0.01435819,3,Basal AEC
0.01,44,0.01436028,3,Basal AEC
0.01,45,0.01430801,3,Basal AEC
0.01,46,0.01805471,3,Basal AEC
0.01,47,0.01846631,3,Basal AEC
0.01,48,0.01806208,3,Basal AEC
0.05,0,0.06170124,1,Basal AEC
0.05,1,0.003891618,1,Basal AEC
0.05,2,0.006914614,1,Basal AEC
0.05,3,0.003823982,1,Basal AEC
0.05,4,0.003781755,1,Basal AEC
0.05,5,0.003791541,1,Basal AEC
0.05,6,0.003765592,1,Basal AEC
0.05,7,0.003729117,1,Basal AEC
0.05,8,0.0144343,1,Basal AEC
0.05,9,0.02773987,1,Basal AEC
0.05,10,0.03183152,1,Basal AEC
0.05,11,0.07146499,1,Basal AEC
0.05,12,0.07373444,1,Basal AEC
0.05,13,0.0696091,1,Basal AEC
0.05,14,0.07250629,1,Basal AEC
0.05,15,0.05051165,1,Basal AEC
0.05,16,0.04970333,1,Basal AEC
0.05,17,0.06056005,1,Basal AEC
0.05,18,0.06523056,1,Basal AEC
0.05,19,0.06552079,1,Basal AEC
0.05,20,0.0881022,1,Basal AEC
0.05,21,0.1186249,1,Basal AEC
0.05,22,0.1065663,1,Basal AEC
0.05,23,0.1137842,1,Basal AEC
0.05,24,0.1018722,1,Basal AEC
0.05,25,0.1016002,1,Basal AEC
0.05,26,0.08117365,1,Basal AEC
0.05,27,0.0809931,1,Basal AEC
0.05,28,0.09775844,1,Basal AEC
0.05,29,0.0895924,1,Basal AEC
0.05,30,0.09474787,1,Basal AEC
0.05,31,0.08498604,1,Basal AEC
0.05,32,0.09769052,1,Basal AEC
0.05,33,0.09066723,1,Basal AEC
0.05,34,0.08623737,1,Basal AEC
0.05,35,0.1174222,1,Basal AEC
0.05,36,0.08187371,1,Basal AEC
0.05,37,0.08517089,1,Basal AEC
0.05,38,0.1090054,1,Basal AEC
0.05,39,0.1016398,1,Basal AEC
0.05,40,0.09888392,1,Basal AEC
0.05,41,0.09124417,1,Basal AEC
0.05,42,0.09907866,1,Basal AEC
0.05,43,0.1146488,1,Basal AEC
0.05,44,0.1100642,1,Basal AEC
0.05,45,0.1186417,1,Basal AEC
0.05,46,0.1667186,1,Basal AEC
0.05,47,0.1600489,1,Basal AEC
0.05,48,0.1637915,1,Basal AEC
0.05,0,0.03274662,2,Basal AEC
0.05,1,0.004407617,2,Basal AEC
0.05,2,0.004297609,2,Basal AEC
0.05,3,0.004248991,2,Basal AEC
0.05,4,0.004208975,2,Basal AEC
0.05,5,0.004182088,2,Basal AEC
0.05,6,0.004153902,2,Basal AEC
0.05,7,0.007953868,2,Basal AEC
0.05,8,0.01212615,2,Basal AEC
0.05,9,0.01210415,2,Basal AEC
0.05,10,0.007917997,2,Basal AEC
0.05,11,0.007910673,2,Basal AEC
0.05,12,0.01204357,2,Basal AEC
0.05,13,0.01209798,2,Basal AEC
0.05,14,0.007906127,2,Basal AEC
0.05,15,0.007879323,2,Basal AEC
0.05,16,0.02050388,2,Basal AEC
0.05,17,0.02404332,2,Basal AEC
0.05,18,0.03562745,2,Basal AEC
0.05,19,0.03600931,2,Basal AEC
0.05,20,0.03581697,2,Basal AEC
0.05,21,0.03591996,2,Basal AEC
0.05,22,0.03557137,2,Basal AEC
0.05,23,0.04758451,2,Basal AEC
0.05,24,0.04752132,2,Basal AEC
0.05,25,0.04373091,2,Basal AEC
0.05,26,0.05961116,2,Basal AEC
0.05,27,0.05586116,2,Basal AEC
0.05,28,0.05185364,2,Basal AEC
0.05,29,0.05510212,2,Basal AEC
0.05,30,0.050935,2,Basal AEC
0.05,31,0.03925585,2,Basal AEC
0.05,32,0.05184058,2,Basal AEC
0.05,33,0.05211749,2,Basal AEC
0.05,34,0.03578772,2,Basal AEC
0.05,35,0.06444097,2,Basal AEC
0.05,36,0.04823923,2,Basal AEC
0.05,37,0.03999984,2,Basal AEC
